GEO_ID,NAME,B08130_001E,B08130_001M,B08130_002E,B08130_002M,B08130_003E,B08130_003M,B08130_004E,B08130_004M,B08130_005E,B08130_005M,B08130_006E,B08130_006M,B08130_007E,B08130_007M,B08130_008E,B08130_008M,B08130_009E,B08130_009M,B08130_010E,B08130_010M,B08130_011E,B08130_011M,B08130_012E,B08130_012M,B08130_013E,B08130_013M,B08130_014E,B08130_014M,B08130_015E,B08130_015M,B08130_016E,B08130_016M,B08130_017E,B08130_017M,B08130_018E,B08130_018M,B08130_019E,B08130_019M,B08130_020E,B08130_020M,B08130_021E,B08130_021M,B08130_022E,B08130_022M,B08130_023E,B08130_023M,B08130_024E,B08130_024M,B08130_025E,B08130_025M,B08130_026E,B08130_026M,B08130_027E,B08130_027M,B08130_028E,B08130_028M,B08130_029E,B08130_029M,B08130_030E,B08130_030M,B08130_031E,B08130_031M
0500000US09005,"Litchfield County, Connecticut",95797,1111,90767,1209,51631,1334,39136,1088,5030,423,80164,1090,76583,1127,40244,1101,36339,1002,3581,394,5919,601,5596,581,3281,483,2315,364,323,116,1334,259,657,215,344,151,313,138,677,141,2292,331,2002,331,1961,325,41,36,290,97,980,251,821,240,693,251,128,81,159,55,5108,429
0500000US09007,"Middlesex County, Connecticut",86920,1036,85219,1065,42469,1350,42750,1177,1701,268,71190,1050,70103,1030,31131,1055,38972,1212,1087,217,5976,640,5871,626,3059,418,2812,428,105,76,1391,241,1050,215,449,159,601,151,341,113,2481,365,2403,345,2285,332,118,63,78,65,1006,222,916,210,669,171,247,118,90,64,4876,508
0500000US09009,"New Haven County, Connecticut",417961,2797,408028,2920,308182,3190,99846,2274,9933,760,327495,2976,321446,3025,232541,3031,88905,2208,6049,586,35149,1374,34437,1361,26536,1298,7901,834,712,172,17327,1050,14907,1066,12844,1028,2063,320,2420,350,14973,1111,14625,1110,14107,1075,518,162,348,121,5311,629,4907,636,4448,615,459,164,404,167,17706,967
0500000US09011,"New London County, Connecticut",138125,1425,130764,1611,110473,1737,20291,966,7361,504,110557,1464,104695,1493,86924,1529,17771,865,5862,452,12324,992,11553,940,9593,860,1960,363,771,228,2050,365,1647,335,1236,300,411,152,403,114,4950,495,4813,497,4705,497,108,66,137,63,1592,274,1404,259,1363,257,41,45,188,80,6652,647
0500000US09013,"Tolland County, Connecticut",77021,1053,73741,1097,31865,1157,41876,982,3280,324,62075,1095,59236,1130,21420,947,37816,998,2839,301,5242,620,5044,582,2173,452,2871,466,198,104,1572,375,1505,356,747,236,758,250,67,59,3533,406,3494,402,3261,398,233,113,39,46,778,227,641,215,443,160,198,109,137,77,3821,449
0500000US09015,"Windham County, Connecticut",56733,1039,47026,1156,30636,1113,16390,795,9707,741,46947,1093,38193,1111,23825,1044,14368,680,8754,669,4868,499,4093,455,2410,384,1683,304,775,244,331,135,270,127,192,112,78,62,61,38,1690,313,1647,303,1558,307,89,69,43,66,592,167,518,155,346,127,172,84,74,54,2305,341
0500000US10001,"Kent County, Delaware",78253,1142,73385,1243,55847,1209,17538,877,4868,445,64280,1290,59952,1321,44655,1295,15297,831,4328,424,7547,754,7253,739,5465,703,1788,314,294,116,903,304,792,290,476,250,316,135,111,79,1379,273,1321,266,1256,252,65,49,58,46,874,217,797,205,725,200,72,60,77,47,3270,399
0500000US10003,"New Castle County, Delaware",264579,2291,221515,2208,216617,2255,4898,475,43064,1416,213014,2507,177001,2300,172656,2350,4345,456,36013,1232,20498,1039,16973,926,16492,935,481,180,3525,657,10631,864,7860,656,7837,653,23,31,2771,410,6342,611,6137,607,6117,607,20,25,205,87,2934,388,2384,348,2355,346,29,23,550,188,11160,712
0500000US10005,"Sussex County, Delaware",92519,1242,78140,1398,69627,1377,8513,649,14379,860,77177,1387,64216,1368,56701,1339,7515,554,12961,778,6777,631,5793,551,5082,530,711,192,984,294,664,179,454,163,315,131,139,100,210,101,1523,304,1402,289,1371,284,31,29,121,90,1182,285,1079,268,962,249,117,77,103,76,5196,548
0500000US11001,"District of Columbia, District of Columbia",354658,2183,266589,2919,266589,2919,0,29,88069,2221,120608,2588,71760,1936,71760,1936,0,29,48848,1769,19158,1035,14046,759,14046,759,0,29,5112,614,125641,2267,97697,2058,97697,2058,0,29,27944,1190,46967,1612,44173,1625,44173,1625,0,29,2794,316,22117,1081,18746,1008,18746,1008,0,29,3371,450,20167,1024
0500000US12001,"Alachua County, Florida",118344,1926,117039,1917,109882,1895,7157,707,1305,453,88367,1856,87486,1858,81239,1803,6247,677,881,360,10462,1066,10297,1043,9530,1008,767,220,165,133,4854,543,4839,547,4780,545,59,69,15,25,3937,1605,3899,1631,3883,1631,16,21,38,52,5435,638,5229,586,5161,575,68,57,206,143,5289,778
0500000US12003,"Baker County, Florida",10222,575,10079,570,4550,492,5529,485,143,103,8674,598,8599,600,3748,471,4851,503,75,58,930,277,862,274,335,171,527,200,68,85,0,25,0,25,0,25,0,25,0,25,13,16,13,16,13,16,0,25,0,25,244,186,244,186,93,89,151,162,0,25,361,149
0500000US12005,"Bay County, Florida",81647,1453,80259,1454,76786,1459,3473,397,1388,302,66702,1491,65575,1476,62512,1443,3063,386,1127,275,8594,833,8468,835,8106,817,362,117,126,87,941,255,936,256,929,256,7,10,5,8,1098,230,1076,233,1069,234,7,12,22,23,1656,292,1548,272,1514,264,34,29,108,74,2656,350
0500000US12007,"Bradford County, Florida",9076,632,9001,626,3820,541,5181,529,75,45,7945,618,7886,612,3100,510,4786,516,59,42,647,197,631,196,291,136,340,135,16,26,6,10,6,10,0,25,6,10,0,25,192,130,192,130,181,128,11,13,0,25,159,107,159,107,121,96,38,41,0,25,127,122
0500000US12009,"Brevard County, Florida",236201,3135,232853,3141,216110,2938,16743,1178,3348,403,192695,3127,190714,3146,175891,2862,14823,1081,1981,324,18833,1196,18631,1190,17090,1165,1541,325,202,112,1375,263,1264,265,1242,267,22,24,111,72,2687,371,2565,351,2540,352,25,27,122,76,6360,584,5428,563,5096,549,332,161,932,230,14251,1202
0500000US12011,"Broward County, Florida",912672,4626,904816,4611,698656,4731,206160,3552,7856,659,730346,5676,725477,5670,546228,5242,179249,3437,4869,494,82257,3057,81790,3056,62810,2745,18980,1399,467,164,25527,1499,25198,1484,20149,1399,5049,672,329,120,10961,821,10718,836,10236,828,482,196,243,134,18995,1350,17047,1255,14647,1185,2400,493,1948,331,44586,1548
0500000US12013,"Calhoun County, Florida",4621,353,4428,371,2552,317,1876,278,193,142,3637,383,3488,362,1932,315,1556,265,149,134,715,188,679,188,379,165,300,113,36,46,0,21,0,21,0,21,0,21,0,21,42,40,42,40,35,39,7,11,0,21,147,95,139,95,126,91,13,22,8,13,80,58
0500000US12015,"Charlotte County, Florida",57316,1132,56212,1149,39407,1187,16805,960,1104,209,45303,1195,44592,1169,29664,1019,14928,898,711,208,5044,586,4994,593,3326,431,1668,408,50,58,126,73,126,73,108,68,18,28,0,31,600,166,517,156,428,131,89,89,83,53,1844,453,1584,452,1482,443,102,80,260,97,4399,616
0500000US12017,"Citrus County, Florida",44034,1073,42862,1091,33481,1018,9381,931,1172,291,35989,976,35284,1016,26769,904,8515,877,705,221,3546,442,3437,422,2752,408,685,211,109,102,124,86,121,86,112,84,9,16,3,7,546,212,517,202,465,185,52,70,29,49,1270,438,944,393,824,389,120,102,326,163,2559,410
0500000US12019,"Clay County, Florida",91495,1479,89969,1548,40162,1347,49807,1600,1526,304,76257,1811,75084,1843,30599,1078,44485,1674,1173,256,7423,992,7329,987,2915,709,4414,715,94,74,101,75,73,66,33,49,40,44,28,36,977,287,961,284,834,278,127,116,16,29,1771,453,1556,449,815,289,741,317,215,104,4966,634
0500000US12021,"Collier County, Florida",146557,1764,143726,1796,131475,2010,12251,1027,2831,366,109375,2143,107483,2143,97170,2153,10313,867,1892,250,16558,1312,16419,1321,14752,1329,1667,409,139,85,3509,859,3446,844,3344,843,102,80,63,52,2187,428,2081,419,2074,416,7,11,106,62,4169,794,3538,749,3376,714,162,150,631,224,10759,989
0500000US12023,"Columbia County, Florida",25516,764,25316,773,18950,777,6366,523,200,113,21350,832,21227,830,15640,764,5587,530,123,74,2692,469,2625,446,2007,374,618,205,67,87,39,36,29,33,29,33,0,31,10,18,164,107,164,107,124,89,40,64,0,31,321,150,321,150,200,108,121,94,0,31,950,236
0500000US12027,"DeSoto County, Florida",12477,567,12352,584,9912,532,2440,408,125,93,8390,646,8299,631,6418,567,1881,332,91,77,2268,656,2234,647,1675,504,559,251,34,50,754,338,754,338,754,338,0,28,0,28,221,139,221,139,221,139,0,28,0,28,184,95,184,95,184,95,0,28,0,28,660,200
0500000US12029,"Dixie County, Florida",4640,433,4437,413,2994,394,1443,265,203,130,3577,369,3444,356,2265,334,1179,244,133,96,648,226,578,209,335,169,243,122,70,90,2,3,2,3,2,3,0,21,0,21,62,49,62,49,62,49,0,21,0,21,83,77,83,77,62,72,21,37,0,21,268,151
0500000US12031,"Duval County, Florida",434581,2930,429859,3020,403143,3240,26716,1370,4722,531,348767,3246,345487,3320,322167,3377,23320,1264,3280,424,40810,2064,40489,2040,37736,1911,2753,493,321,138,8413,876,8311,867,8247,853,64,61,102,74,7349,1014,7163,1000,6991,993,172,107,186,118,8594,771,7761,747,7354,754,407,145,833,270,20648,1322
0500000US12033,"Escambia County, Florida",141080,1503,135197,1487,128213,1650,6984,639,5883,563,107126,1770,102789,1740,96762,1787,6027,642,4337,528,15001,1160,13949,1122,13139,1107,810,217,1052,298,874,266,855,264,804,262,51,44,19,23,2999,427,2924,420,2902,419,22,24,75,61,2335,349,1935,337,1861,328,74,57,400,110,12745,894
0500000US12035,"Flagler County, Florida",38746,953,37936,975,23511,1100,14425,926,810,264,32338,1132,31667,1106,18509,1071,13158,753,671,265,2571,444,2508,442,1451,333,1057,306,63,53,109,106,81,102,81,102,0,31,28,33,114,69,114,69,94,61,20,28,0,31,647,191,599,178,409,163,190,100,48,37,2967,449
0500000US12037,"Franklin County, Florida",4232,271,4097,268,3769,248,328,113,135,58,3377,243,3297,238,3009,224,288,104,80,45,371,112,346,112,312,104,34,40,25,31,23,21,23,21,23,21,0,21,0,21,111,70,111,70,111,70,0,21,0,21,144,71,114,64,108,63,6,9,30,29,206,82
0500000US12039,"Gadsden County, Florida",16174,684,15946,684,6765,573,9181,593,228,101,13663,672,13512,671,5297,516,8215,549,151,75,1585,327,1519,325,786,217,733,192,66,63,21,32,21,32,21,32,0,28,0,28,142,70,142,70,88,52,54,59,0,28,385,192,374,190,195,109,179,108,11,18,378,165
0500000US12041,"Gilchrist County, Florida",6331,427,6308,432,2297,322,4011,420,23,36,4789,383,4789,383,1436,245,3353,359,0,21,1058,243,1058,243,437,157,621,211,0,21,52,76,52,76,52,76,0,21,0,21,71,38,71,38,68,36,3,7,0,21,85,50,62,37,28,21,34,31,23,36,276,96
0500000US12043,"Glades County, Florida",3990,391,3909,369,1614,340,2295,404,81,75,3024,419,2952,395,1063,242,1889,348,72,74,491,227,491,227,110,64,381,218,0,21,6,10,6,10,6,10,0,21,0,21,164,136,164,136,164,136,0,21,0,21,94,70,85,69,60,59,25,34,9,14,211,158
0500000US12045,"Gulf County, Florida",5843,377,5603,388,4171,380,1432,295,240,159,4152,428,4063,426,2911,323,1152,279,89,82,1033,460,1033,460,795,381,238,149,0,21,2,5,2,5,2,5,0,21,0,21,46,49,46,49,28,45,18,22,0,21,228,154,77,46,53,36,24,26,151,142,382,178
0500000US12047,"Hamilton County, Florida",3777,322,3326,314,2050,253,1276,246,451,152,2998,330,2616,303,1554,269,1062,210,382,135,495,190,447,189,279,152,168,92,48,52,9,11,9,11,9,11,0,21,0,21,84,67,84,67,38,23,46,62,0,21,38,35,17,27,17,27,0,21,21,24,153,96
0500000US12049,"Hardee County, Florida",9722,542,9700,536,7010,611,2690,364,22,22,7726,677,7704,669,5648,630,2056,326,22,22,1191,295,1191,295,645,195,546,223,0,25,337,207,337,207,275,178,62,80,0,25,107,58,107,58,93,56,14,20,0,25,137,73,137,73,125,72,12,26,0,25,224,112
0500000US12051,"Hendry County, Florida",15975,685,15964,686,11400,811,4564,715,11,16,10282,757,10282,757,7160,725,3122,486,0,28,2339,528,2339,528,1320,427,1019,345,0,28,1412,635,1412,635,1258,664,154,139,0,28,493,269,493,269,363,225,130,159,0,28,785,280,774,281,635,250,139,98,11,16,664,290
0500000US12053,"Hernando County, Florida",62684,1065,61677,1071,40138,1165,21539,1012,1007,205,51411,1274,50587,1292,31821,1150,18766,972,824,191,5724,636,5658,629,3348,467,2310,384,66,50,118,82,118,82,76,76,42,43,0,31,574,172,554,163,489,156,65,57,20,29,1206,314,1109,305,753,262,356,135,97,71,3651,440
0500000US12055,"Highlands County, Florida",31391,1001,31170,1001,27115,1033,4055,672,221,93,25038,1130,24875,1135,21803,1121,3072,474,163,81,2859,465,2855,465,2459,397,396,173,4,7,858,489,840,486,318,212,522,374,18,25,522,188,495,185,445,174,50,54,27,44,580,161,571,158,556,157,15,13,9,15,1534,346
0500000US12057,"Hillsborough County, Florida",642522,3519,637249,3451,562877,3682,74372,2105,5273,566,514974,3445,511926,3395,444928,3666,66998,1874,3048,460,56405,2136,55867,2090,49743,1871,6124,684,538,192,9396,850,9247,815,9104,798,143,77,149,133,9619,826,9453,803,9262,785,191,118,166,90,12479,1060,11107,1001,10191,923,916,206,1372,292,39649,1472
0500000US12059,"Holmes County, Florida",6311,371,5357,357,2853,333,2504,314,954,167,5318,379,4390,345,2173,314,2217,316,928,165,578,179,561,172,330,149,231,103,17,23,15,21,15,21,15,21,0,21,0,21,103,69,103,69,103,69,0,21,0,21,67,70,58,68,2,4,56,68,9,10,230,109
0500000US12061,"Indian River County, Florida",54944,1324,53816,1386,45365,1550,8451,773,1128,259,43761,1424,42951,1456,35340,1650,7611,710,810,236,5309,876,5288,872,4524,788,764,290,21,34,194,114,185,117,179,118,6,16,9,15,468,202,381,168,372,167,9,14,87,105,1025,281,824,250,763,243,61,49,201,102,4187,636
0500000US12063,"Jackson County, Florida",16062,641,15082,636,11756,606,3326,381,980,215,14230,643,13328,621,10229,597,3099,371,902,204,982,212,941,204,729,192,212,84,41,45,8,13,8,13,8,13,0,28,0,28,206,97,206,97,194,98,12,14,0,28,249,186,212,178,209,180,3,5,37,36,387,169
0500000US12065,"Jefferson County, Florida",4783,332,4654,342,1706,254,2948,250,129,78,4040,321,3958,320,1335,238,2623,238,82,51,495,142,448,130,129,72,319,102,47,62,0,21,0,21,0,21,0,21,0,21,28,32,28,32,28,32,0,21,0,21,17,25,17,25,11,24,6,9,0,21,203,91
0500000US12067,"Lafayette County, Florida",2419,363,2419,363,1139,255,1280,244,0,19,1959,369,1959,369,952,254,1007,225,0,19,355,177,355,177,109,65,246,152,0,19,6,8,6,8,6,8,0,19,0,19,46,67,46,67,39,61,7,13,0,19,21,30,21,30,1,5,20,30,0,19,32,34
0500000US12069,"Lake County, Florida",128861,1824,127478,1846,73167,2159,54311,1962,1383,359,105032,1934,103910,1955,56085,1930,47825,1920,1122,303,12856,1202,12763,1196,6801,818,5962,841,93,93,387,172,355,167,290,156,65,64,32,39,1069,272,1027,272,988,269,39,32,42,38,1658,340,1564,345,1144,290,420,165,94,65,7859,765
0500000US12071,"Lee County, Florida",281958,3187,277040,3165,245166,3544,31874,1820,4918,559,225258,3163,221685,3084,194953,3158,26732,1604,3573,486,27258,1747,26894,1769,23126,1627,3768,769,364,159,2329,461,2289,459,1849,393,440,262,40,29,2931,438,2810,417,2727,402,83,61,121,73,8297,1100,7477,1091,6626,968,851,263,820,181,15885,1058
0500000US12073,"Leon County, Florida",141046,1820,139261,1840,134046,1821,5215,500,1785,246,113810,1958,112584,1947,108114,1976,4470,449,1226,220,13246,929,13054,937,12593,953,461,161,192,87,2310,416,2306,416,2280,414,26,25,4,7,3337,537,3277,535,3066,494,211,165,60,40,2823,413,2520,396,2473,391,47,38,303,109,5520,514
0500000US12075,"Levy County, Florida",14051,566,13968,569,6606,665,7362,569,83,52,11327,537,11261,538,4815,586,6446,552,66,48,1538,268,1521,268,706,158,815,186,17,23,5,7,5,7,0,28,5,7,0,28,208,97,208,97,194,95,14,22,0,28,148,75,148,75,66,35,82,67,0,28,825,235
0500000US12077,"Liberty County, Florida",2418,335,2398,335,1300,281,1098,191,20,24,1847,312,1840,311,892,216,948,193,7,11,237,100,224,104,93,62,131,68,13,22,136,195,136,195,136,195,0,19,0,19,9,13,9,13,9,13,0,19,0,19,112,71,112,71,93,67,19,26,0,19,77,53
0500000US12079,"Madison County, Florida",5816,407,5133,381,3681,391,1452,243,683,179,4784,385,4140,342,2913,354,1227,217,644,180,557,140,518,135,354,124,164,70,39,37,0,21,0,21,0,21,0,21,0,21,178,125,178,125,178,125,0,21,0,21,128,75,128,75,67,49,61,58,0,21,169,76
0500000US12081,"Manatee County, Florida",148023,2059,145728,2045,103749,2078,41979,1440,2295,340,117961,1859,116341,1888,78904,1702,37437,1340,1620,290,12936,955,12848,949,8744,747,4104,632,88,57,1223,337,1102,327,1068,320,34,43,121,74,2132,410,2078,406,2022,401,56,44,54,43,2680,349,2268,333,1920,342,348,136,412,111,11091,1172
0500000US12083,"Marion County, Florida",117635,2246,116387,2262,96160,2260,20227,1505,1248,268,94568,1931,93784,1928,76153,1764,17631,1334,784,222,11322,1158,11195,1136,9095,1062,2100,488,127,70,480,180,405,165,405,165,0,31,75,80,1872,507,1802,505,1783,502,19,22,70,95,1882,379,1690,371,1213,260,477,217,192,86,7511,939
0500000US12085,"Martin County, Florida",63371,1173,62078,1166,40729,1457,21349,1056,1293,253,49121,1289,48203,1310,29174,1397,19029,953,918,227,6396,698,6355,695,4290,654,2065,387,41,38,168,101,161,101,131,96,30,34,7,6,830,254,790,248,780,251,10,15,40,47,1503,339,1216,311,1001,319,215,103,287,107,5353,697
0500000US12086,"Miami-Dade County, Florida",1251193,5235,1244161,5265,1156943,5076,87218,2490,7032,728,961416,5371,957494,5351,883904,5603,73590,2137,3922,524,111870,3459,111406,3436,102723,3217,8683,902,464,142,65521,2635,64992,2626,61496,2533,3496,502,529,203,26122,1360,25787,1343,25544,1344,243,125,335,118,24841,1267,23059,1275,21853,1244,1206,286,1782,287,61423,2201
0500000US12087,"Monroe County, Florida",40401,762,39699,745,38122,767,1577,257,702,138,27900,860,27443,862,26131,884,1312,229,457,114,3117,414,3071,414,2890,375,181,100,46,37,766,252,737,254,689,257,48,63,29,26,1863,327,1817,330,1810,330,7,12,46,42,4365,579,4241,575,4212,572,29,24,124,62,2390,402
0500000US12089,"Nassau County, Florida",34360,965,31477,1060,17716,1014,13761,636,2883,542,28666,1002,26063,1047,13966,959,12097,637,2603,533,3207,533,3077,511,1509,310,1568,346,130,83,30,32,6,10,6,10,0,31,24,31,655,265,643,265,643,265,0,31,12,13,544,181,430,167,334,149,96,63,114,64,1258,262
0500000US12091,"Okaloosa County, Florida",93255,1207,91431,1274,83526,1316,7905,729,1824,308,77308,1263,76026,1288,69031,1352,6995,655,1282,243,8010,844,7868,819,7095,710,773,291,142,78,316,147,310,147,310,147,0,31,6,8,1716,403,1604,383,1532,363,72,74,112,98,2608,440,2326,420,2261,405,65,51,282,121,3297,473
0500000US12093,"Okeechobee County, Florida",13963,601,13859,616,11298,684,2561,397,104,73,11252,637,11159,648,9003,653,2156,394,93,70,1855,373,1855,373,1476,336,379,154,0,28,34,41,34,41,34,41,0,28,0,28,260,126,260,126,255,123,5,10,0,28,236,92,225,90,204,87,21,24,11,19,326,134
0500000US12095,"Orange County, Florida",631669,3795,626260,3854,546741,3719,79519,2599,5409,680,498921,4620,496052,4612,426553,4003,69499,2620,2869,482,61199,2730,60714,2775,52813,2584,7901,715,485,171,16871,1220,16566,1199,15855,1201,711,233,305,174,7750,855,7608,837,7409,849,199,106,142,117,13412,1016,11804,934,10595,857,1209,403,1608,427,33516,1651
0500000US12097,"Osceola County, Florida",143390,2017,142174,2041,69084,2561,73090,2531,1216,292,116720,2436,116114,2429,51902,2294,64212,2507,606,218,16693,1589,16237,1574,8994,1158,7243,911,456,183,1882,502,1822,499,1150,328,672,338,60,47,746,264,687,254,586,205,101,126,59,50,2259,431,2224,435,1362,309,862,264,35,35,5090,662
0500000US12099,"Palm Beach County, Florida",644526,3022,635725,3025,570738,3395,64987,1955,8801,643,505679,3617,500035,3677,444157,3844,55878,1699,5644,505,62664,2187,62044,2186,55086,1995,6958,835,620,161,12149,1050,11651,1033,10237,917,1414,497,498,143,9648,906,9367,892,9223,859,144,78,281,82,13151,1135,11393,1093,10800,1072,593,179,1758,291,41235,1414
0500000US12101,"Pasco County, Florida",200176,1691,197931,1718,106499,1990,91432,1971,2245,342,161247,1773,159750,1788,77765,1635,81985,1817,1497,278,17424,995,17216,999,9071,692,8145,796,208,109,801,211,719,202,397,140,322,151,82,66,1919,313,1888,315,1736,303,152,89,31,33,3838,379,3411,390,2583,383,828,179,427,126,14947,948
0500000US12103,"Pinellas County, Florida",433140,3113,428185,3151,372718,3099,55467,1514,4955,539,342583,3448,339801,3539,289213,3328,50588,1504,2782,363,33919,1654,33499,1653,29666,1596,3833,466,420,143,7933,936,7797,926,7574,920,223,131,136,71,6910,667,6667,655,6505,633,162,97,243,102,12804,943,11430,896,10769,886,661,193,1374,304,28991,1120
0500000US12105,"Polk County, Florida",259176,2756,256922,2781,205402,2647,51520,1770,2254,331,213121,2883,211507,2900,166965,2964,44542,1568,1614,285,26271,1661,26023,1667,19803,1266,6220,799,248,98,1375,413,1331,412,1116,409,215,119,44,47,2787,383,2714,388,2653,380,61,46,73,54,4796,688,4521,704,4039,642,482,285,275,90,10826,840
0500000US12107,"Putnam County, Florida",24682,924,24461,919,16526,927,7935,756,221,92,19373,869,19233,867,12782,772,6451,628,140,75,3133,481,3101,483,1774,407,1327,342,32,33,161,106,161,106,104,71,57,82,0,31,453,160,404,139,363,132,41,43,49,54,477,167,477,167,418,145,59,56,0,31,1085,276
0500000US12109,"St. Johns County, Florida",101802,1699,99984,1714,58128,1679,41856,1575,1818,338,82571,1911,81431,1904,42930,1452,38501,1604,1140,295,7314,871,7141,864,4297,591,2844,596,173,108,129,72,82,57,82,57,0,31,47,39,1100,273,1086,276,960,248,126,79,14,25,2423,453,1979,399,1594,363,385,168,444,171,8265,953
0500000US12111,"St. Lucie County, Florida",119494,2312,118143,2368,78822,2287,39321,2039,1351,468,94113,2463,93107,2441,60310,2356,32797,1908,1006,410,14697,1497,14573,1515,9033,1021,5540,973,124,98,579,231,569,232,357,151,212,182,10,15,1447,373,1377,359,1289,353,88,67,70,110,3163,754,3022,760,2338,724,684,264,141,93,5495,813
0500000US12113,"Santa Rosa County, Florida",72276,1439,69785,1403,33174,1507,36611,1395,2491,419,60165,1510,58134,1457,25079,1344,33055,1344,2031,371,7166,946,6990,930,3660,557,3330,663,176,119,56,46,56,46,56,46,0,31,0,31,392,195,392,195,376,195,16,26,0,31,804,203,520,167,310,138,210,100,284,132,3693,511
0500000US12115,"Sarasota County, Florida",157707,1844,155103,1904,134889,1909,20214,1129,2604,379,131009,2147,129015,2172,110969,2141,18046,1050,1994,301,10625,1054,10493,1067,8685,893,1808,495,132,91,1176,252,1145,252,1079,254,66,46,31,28,1346,277,1215,259,1207,257,8,13,131,79,3221,459,2905,437,2619,432,286,120,316,95,10330,740
0500000US12117,"Seminole County, Florida",218473,2406,216273,2441,120830,2510,95443,2191,2200,415,179240,2622,177739,2641,91922,2375,85817,2157,1501,368,16925,1266,16757,1263,9044,900,7713,724,168,117,1812,432,1786,433,664,229,1122,345,26,24,1535,290,1489,283,1364,261,125,93,46,38,3486,558,3027,539,2361,523,666,176,459,187,15475,882
